,X,STATION,Station,State,DATE,TIME,HLY.CLDH.NORMAL,HLY.CLOD.PCTBKN,HLY.CLOD.PCTCLR,HLY.CLOD.PCTFEW,HLY.CLOD.PCTOVC,HLY.CLOD.PCTSCT,HLY.DEWP.10PCTL,HLY.DEWP.90PCTL,HLY.DEWP.NORMAL,HLY.HIDX.NORMAL,HLY.HTDH.NORMAL,HLY.PRES.10PCTL,HLY.PRES.90PCTL,HLY.PRES.NORMAL,HLY.TEMP.10PCTL,HLY.TEMP.90PCTL,HLY.TEMP.NORMAL,HLY.WCHL.NORMAL,HLY.WIND.1STDIR,HLY.WIND.1STPCT,HLY.WIND.2NDDIR,HLY.WIND.2NDPCT,HLY.WIND.AVGSPD,HLY.WIND.PCTCLM,HLY.WIND.VCTDIR,HLY.WIND.VCTSPD
2442,2442,USW00014735,ALBANY INTERNATIONAL AIRPORT,NY,10-Jul,23,4.3,188,368,188,204,53,52.9,69.1,61.1,68.3,1.1,1,1,1,60.1,75.9,68.2,68.2,5,269,7,150,5.9,226,212,2.4
2443,2443,USW00023237,STOCKTON METROPOLITAN AIRPORT,CA,17-Jul,8,7.3,57,828,80,11,23,50.9,59,54.6,72.2,0.1,1,1,1,66,80.1,72.2,72.2,8,440,7,275,7,57,305,6.1
2444,2444,USW00093193,FRESNO YOSEMITE INTERNATIONAL,CA,2-Sep,12,23.7,92,619,174,34,80,44.1,59,52.2,88.7,-777.7,1,1,1,79.9,96.1,88.7,88.7,7,268,6,206,5.8,84,257,3.7
2445,2445,USW00003103,FLAGSTAFF PULLIAM AIRPORT,AZ,19-Jul,3,0.1,NA,NA,NA,NA,NA,30.9,53.1,43.3,55.3,9.8,NA,NA,NA,48.9,62.1,55.3,55.3,6,85,8,57,1.8,716,270,0.6
2446,2446,USW00014848,SOUTH BEND AIRPORT,IN,28-Aug,13,12.2,256,187,189,203,164,51.1,70,60.6,78,0.1,1,1,1,68,86,77,77,8,185,6,174,9.4,50,249,2.3
2447,2447,USW00024032,VALENTINE MILLER FIELD,NE,7-Jul,19,16.2,154,524,163,123,36,46,66,56.2,81.5,0.1,1,1,1,69.1,91.9,81.1,81.1,4,219,5,187,11.3,22,118,3.9
2448,2448,USW00014768,ROCHESTER GREATER INTERNATIONAL,NY,26-Jul,9,7.5,252,111,159,353,125,55,70,62.9,72.6,0.2,1,1,1,66,79,72.2,72.2,6,338,5,185,8.3,22,235,4.2
2449,2449,USW00013985,DODGE CITY REGIONAL AIRPORT,KS,8-Jul,21,12.8,141,573,118,106,63,53.1,68,60.8,78.2,0.1,1,1,1,69.1,86,77.7,77.7,5,393,4,284,11.7,20,151,8.1
2450,2450,USW00024144,HELENA AIRPORT ASOS,MT,1-Sep,20,4.2,150,491,97,183,79,30,50,40,65.9,3.3,1,1,1,54,75.9,65.9,65.8,7,396,6,258,8,58,267,6
2451,2451,USW00013881,CHARLOTTE DOUGLAS AIRPORT,NC,12-Aug,15,21.4,357,26,124,191,303,59,72,66.5,89.1,-777.7,1,1,1,78.1,93.9,86.4,86.4,6,232,1,138,7,44,193,0.5
2452,2452,USW00014732,LA GUARDIA AIRPORT,NY,26-Aug,11,11.7,304,96,222,236,142,50,70,60.7,77.4,0.1,1,1,1,68,84,76.6,76.6,2,292,8,179,10.6,20,15,2.5
2453,2453,USW00014765,PROVIDENCE,RI,3-Sep,1,2,96,354,114,368,68,48,69.1,58.4,63.5,3.5,1,1,1,55,72,63.5,63.4,7,198,6,182,6.3,133,281,2.4
2454,2454,USW00014935,GRAND ISLAND CENTRAL NE REGIONAL AIRPORT,NE,12-Aug,5,2.4,141,475,81,247,56,53.1,68,60.9,64.8,2.6,1,1,1,55.9,72,64.8,64.8,5,263,4,156,7.1,102,165,2.6
2455,2455,USW00003813,MACON MIDDLE GA REGIONAL AIRPORT,GA,23-Jul,21,14.2,191,435,98,191,86,66.9,75,71.2,81.6,0,1,1,1,73.9,84,79.2,79.2,6,172,7,163,4.8,238,207,1.4
2456,2456,USW00014852,YOUNGSTOWN WARREN REGIONAL AIRPORT,OH,8-Aug,21,4.3,206,155,203,268,169,53.1,69.1,61.5,68.2,1.2,1,1,1,60.1,75.9,68.1,68.1,2,194,1,137,5.2,169,69,0.7
2457,2457,USW00003812,ASHEVILLE AIRPORT,NC,18-Sep,9,1.4,162,322,98,336,82,48,66,58.1,63,3.4,1,1,1,55,70,63,63,1,282,8,173,5.2,251,344,2.4
2458,2458,USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT,MN,9-Aug,17,9.8,233,253,158,197,158,46,66.9,56.6,74.8,0.4,1,1,1,64,84,74.4,74.4,8,188,7,173,8.8,29,265,2.6
2459,2459,USW00023155,BAKERSFIELD AIRPORT,CA,1-Aug,10,21.3,39,866,67,9,18,48,61,54.5,86.3,0,1,1,1,78.1,93.9,86.3,86.3,7,393,8,319,6.3,71,281,5.3
2460,2460,USW00093721,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT,MD,21-Sep,17,8.2,252,142,158,297,151,43,68,56.9,73.1,0.5,1,1,1,63,82,72.7,72.7,4,198,8,174,8.5,27,188,0.3
2461,2461,USW00094185,BURNS MUNICIPAL AIRPORT,OR,19-Aug,2,0.1,NA,NA,NA,NA,NA,26.6,45,35.6,51.4,13.8,NA,NA,NA,42.1,60.1,51.3,50.3,8,376,7,293,5.5,168,297,4.5
2462,2462,USW00014821,PORT COLUMBUS INTERNATIONAL AIRPORT,OH,28-Sep,12,4.9,236,171,137,310,146,37.9,64.9,50.8,67.4,2.7,1,1,1,55.9,79,67.2,67.1,6,228,5,172,9,31,237,3.2
2463,2463,USW00093738,WASHINGTON DULLES INTERNATIONAL AIRPORT,VA,5-Sep,4,2,112,359,117,318,94,48.9,69.1,59.7,63,4,1,1,1,53.1,72,63,62.9,5,168,1,161,3.7,367,339,0.5
2464,2464,USW00024143,GREAT FALLS AIRPORT,MT,19-Sep,11,2.8,159,424,116,227,75,28.9,45,37.1,60.5,7.4,1,1,1,43,75.9,60.5,59.3,6,436,7,149,11.7,33,247,7.1
2465,2465,USW00014920,LA CROSSE MUNICIPAL AIRPORT,WI,23-Aug,12,11.6,216,232,159,259,134,50,70,61.1,77.5,0.1,NA,NA,NA,66.9,84.9,76.5,76.5,5,298,8,181,9.3,45,205,2.4
2466,2466,USW00014764,PORTLAND INTERNATIONAL JETPORT,ME,26-Sep,6,0.1,133,353,100,365,50,35.1,59,47,50.5,14.6,1,1,1,39,61,50.5,49.3,7,183,6,159,5.4,241,281,1.9
2467,2467,USW00024153,MISSOULA INTERNATIONAL AIRPORT,MT,27-Sep,3,0,85,529,67,286,33,28,44.1,36,43.5,21.5,1,1,1,34,51.1,43.5,42.1,8,126,4,111,3.3,498,63,0.6
2468,2468,USW00026533,BETTLES AIRPORT,AK,14-Sep,4,0,177,177,119,436,91,21.9,42.8,33.2,37.5,27.5,1,1,1,28,46.4,37.5,33.7,1,270,8,203,5.2,218,360,2.3
2469,2469,USW00093821,LOUISVILLE INTERNATIONAL AIRPORT,KY,7-Sep,15,17.8,293,89,187,183,248,48.9,71.1,61,84.1,-777.7,1,1,1,73.9,91,82.7,82.7,6,184,1,147,8.4,53,255,1.7
2470,2470,USW00014929,ABERDEEN REGIONAL AIRPORT,SD,23-Aug,6,0.8,101,478,121,231,69,45,64.9,55.7,58.6,7.3,1,1,1,48,68,58.6,58.3,5,215,4,159,7.2,138,137,1.5
2471,2471,USW00024153,MISSOULA INTERNATIONAL AIRPORT,MT,1-Jul,23,1.2,118,541,127,161,52,37,55,45.7,60.5,5.8,1,1,1,52,70,60.5,60.3,8,283,1,259,5.7,234,341,3.1
2472,2472,USW00014925,ROCHESTER INTERNATIONAL AIRPORT,MN,18-Aug,14,10.9,186,260,226,207,121,51.1,70,61.4,76.9,0.1,1,1,1,66.9,84,75.8,75.8,5,273,8,139,12.1,11,210,3.3
2473,2473,USW00014922,MINNEAPOLIS ST PAUL INTERNATIONAL AIRPORT,MN,27-Jul,18,14.5,258,67,233,198,244,51.1,71.1,60.9,80.9,-777.7,1,1,1,71.1,88,79.5,79.4,8,196,5,161,10.8,11,238,1.9
2474,2474,USW00013996,TOPEKA MUNICIPAL AIRPORT,KS,8-Jul,8,10.9,165,486,115,200,35,61,72,67.5,76.9,0.1,1,1,1,69.1,82,75.8,75.8,6,233,5,182,7.1,131,186,2.9
2475,2475,USW00094746,WORCESTER,MA,22-Aug,20,3,120,418,140,273,50,48,68,58,66.4,1.7,1,1,1,59,73,66.3,66.3,6,290,7,209,7.5,69,253,3.6
2476,2476,USW00094849,ALPENA CO REGIONAL AIRPORT,MI,19-Aug,17,8.4,194,322,150,238,95,46.9,66.9,57.4,73.5,0.3,1,1,1,64.9,82,73.1,73.1,4,246,3,145,9.6,7,97,0.9
2477,2477,USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT,WA,30-Sep,11,0.5,230,151,93,402,124,43,55.9,49.7,59.7,5.8,1,1,1,54,66.9,59.7,59.7,6,219,5,195,7.8,64,246,2
2478,2478,USW00027502,BARROW W POST W ROGERS AIRPORT,AK,13-Jul,19,-777.7,225,72,110,510,83,32,45,37.4,41.9,23.1,1,1,1,34,52,41.9,35.5,3,371,7,171,12.9,4,70,4.8
2479,2479,USW00014944,SIOUX FALLS FOSS FIELD,SD,29-Jul,1,4.3,111,509,134,192,53,54,70,62.3,67.6,1.9,1,1,1,57.9,77,67.4,67.4,5,221,4,186,6.9,178,152,2.9
2480,2480,USW00025501,KODIAK AIRPORT,AK,23-Aug,23,0,222,152,101,442,83,42.1,53.1,47.6,52.2,12.8,1,1,1,48,55.9,52.2,51.5,8,318,7,236,8.2,96,315,3
2481,2481,USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT,WA,29-Jul,13,8,230,274,190,172,135,48.9,59,53.9,72.7,0.3,1,1,1,64,82,72.7,72.7,6,312,7,225,8.7,4,267,5.2
2482,2482,USW00013881,CHARLOTTE DOUGLAS AIRPORT,NC,10-Aug,15,21.4,348,26,138,194,294,59,72,66.4,89.3,0,1,1,1,78.1,93.9,86.4,86.4,6,262,2,137,7.1,40,208,0.9
2483,2483,USW00023169,LAS VEGAS MCCARRAN INTERNATIONAL AIRPORT,NV,17-Aug,3,16.3,117,607,107,83,86,28,62.1,45.7,81.4,0,1,1,1,73.9,88,81.3,81.3,5,377,6,222,8,67,202,5.5
2484,2484,USW00013958,AUSTIN CAMP MABRY,TX,25-Aug,12,25.5,130,255,286,70,258,63,73,68.3,94.6,0,1,1,1,82.9,96.1,90.5,90.5,NA,NA,NA,NA,NA,NA,NA,NA
2485,2485,USW00022010,DEL RIO INTERNATIONAL AIRPORT,TX,30-Sep,23,8.8,30,802,73,68,27,45,69.1,57.7,73.7,0.4,NA,NA,NA,64.9,81,73.4,73.4,4,434,3,278,6.6,119,108,5
2486,2486,USW00012919,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT,TX,1-Jul,3,13.2,105,510,220,83,83,72,78.1,74.9,80.4,0,1,1,1,75,81,78.2,78.2,4,443,5,348,6.4,140,154,5.9
2487,2487,USW00026528,TALKEETNA AIRPORT,AK,22-Aug,20,0.4,186,164,92,498,60,45,55,49.7,57.9,7.5,1,1,1,51.1,64.9,57.9,57.8,5,177,4,151,3.2,465,149,1.4
2488,2488,USW00013963,LITTLE ROCK AIRPORT ADAMS FIELD,AR,31-Aug,17,22.1,329,158,189,116,208,57,73.4,66.2,90.2,0,1,1,1,79,95,87.1,87.1,4,282,3,220,8.7,7,118,4.1
2489,2489,USW00093815,DAYTON INTERNATIONAL AIRPORT,OH,15-Aug,15,16.2,344,81,151,193,230,52,71.1,61.8,82.6,-777.7,1,1,1,73,89.1,81.2,81.2,6,224,1,159,9.7,27,277,2.8
2490,2490,USW00014842,PEORIA INTERNATIONAL AIRPORT,IL,11-Jul,18,16.8,157,397,180,173,92,55,75,65.9,84.8,-777.7,1,1,1,73.9,89.1,81.8,81.8,6,209,5,206,7.8,38,220,2.4
2491,2491,USW00013968,TULSA INTERNATIONAL AIRPORT,OK,20-Jul,16,27.1,216,105,363,70,246,60.1,73.9,67.5,96.1,0,1,1,1,82.9,99,92.1,92.1,5,394,4,150,10.6,27,179,5.7
2492,2492,USW00013873,ATHENS BEN EPPS AIRPORT,GA,25-Sep,2,1.8,99,567,54,238,43,46.9,69.1,58.5,63.2,3.6,1,1,1,54,71.1,63.2,63.1,2,267,3,155,5.1,173,40,2.1
2493,2493,USW00003103,FLAGSTAFF PULLIAM AIRPORT,AZ,2-Aug,4,-777.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,48.9,61,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2494,2494,USW00014840,MUSKEGON CO AIRPORT,MI,9-Aug,8,4.5,174,347,125,285,69,53.1,71.1,62.8,68.5,1.1,1,1,1,60.1,75.9,68.4,68.4,4,171,5,135,7.3,73,179,1
2495,2495,USW00014929,ABERDEEN REGIONAL AIRPORT,SD,9-Jul,13,15.4,207,390,147,157,100,50,69.1,60.3,81.3,0.1,1,1,1,71.1,89.1,80.3,80.3,5,255,8,153,12.1,20,177,1
2496,2496,USW00024156,POCATELLO REGIONAL AIRPORT,ID,27-Sep,8,-777.7,131,505,119,187,59,25,45,34.7,47.5,17.6,1,1,1,37.9,57,47.5,45.5,6,304,2,120,6.4,271,228,3.1
2497,2497,USW00025308,ANNETTE WEATHER SERVICE OFFICE AIRPORT,AK,4-Sep,9,0.1,186,56,74,615,70,48,55.9,51.5,56.6,8.5,1,1,1,53.1,61,56.6,56.5,4,404,8,179,7.9,75,142,3.6
2498,2498,USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT,WI,7-Sep,12,8.2,246,110,215,260,169,46,68,57.7,73.1,0.6,1,1,1,62.1,82.9,72.7,72.7,4,189,6,169,11.9,4,169,1.4
2499,2499,USW00003927,DAL FTW WSCMO AIRPORT,TX,29-Jul,4,13,166,461,182,94,97,64,73,68.8,79.2,0,1,1,1,73,82,78,78,5,517,4,149,7.8,93,180,5.7
2500,2500,USW00013899,PENSACOLA REGIONAL AIRPORT,FL,13-Aug,2,11.8,129,445,250,74,102,70,77,73.5,78.2,-777.7,1,1,1,73,80.6,76.8,76.8,1,131,8,130,4.1,297,325,1
2501,2501,USW00003928,WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT,KS,17-Aug,4,6.6,140,316,193,223,128,57,70,64.5,71.2,0.5,1,1,1,64,78.1,71.1,71.1,5,337,4,203,7.7,91,142,3.7
2502,2502,USW00013873,ATHENS BEN EPPS AIRPORT,GA,5-Aug,6,5.8,156,377,113,267,87,63,72,68.2,70.6,0.2,1,1,1,66,73.9,70.6,70.6,2,168,7,130,3.9,288,14,0.8
2503,2503,USW00014920,LA CROSSE MUNICIPAL AIRPORT,WI,14-Sep,10,3.4,167,297,103,355,78,44.6,66,54.9,65.3,3.2,NA,NA,NA,54,75.9,65.2,65.2,5,362,8,169,9.2,49,198,2.7
2504,2504,USW00093729,CAPE HATTERAS BILLY MITCHELL FIELD,NC,26-Jul,21,12.9,130,483,132,190,65,68,78.1,73.5,80.3,0,1,1,1,73.4,81,77.9,77.9,6,417,5,163,8.8,32,206,4.3
2505,2505,USW00014733,BUFFALO NIAGARA INTERNATIONAL,NY,15-Sep,23,1.2,154,241,167,345,94,43,64,53.7,59.7,6.5,1,1,1,50,70,59.7,59.3,5,230,4,206,7.4,44,190,2.6
2506,2506,USW00012844,WEST PALM BEACH INTERNATIONAL AIRPORT,FL,18-Sep,2,13.1,230,129,301,115,225,70,75,72.9,80,0,1,1,1,73.9,82,78.1,78.1,3,253,4,173,6.5,184,96,3.3
2507,2507,USW00014821,PORT COLUMBUS INTERNATIONAL AIRPORT,OH,29-Jul,23,6.7,186,286,153,247,128,57,71.1,64.1,71.7,0.3,1,1,1,64,79,71.4,71.4,2,136,5,127,4.3,275,98,0.5
2508,2508,USW00023023,MIDLAND INTERNATIONAL AIRPORT,TX,18-Sep,4,2.4,94,567,89,208,42,46,66,57.2,64.9,2.5,1,1,1,57,72,64.9,64.8,5,268,4,262,7.6,91,136,3.6
2509,2509,USW00093821,LOUISVILLE INTERNATIONAL AIRPORT,KY,14-Aug,4,6.2,146,422,136,180,117,57,72,65.2,70.9,0.5,1,1,1,63,77,70.7,70.7,1,212,4,170,4.3,227,89,0.4
2510,2510,USW00024225,MEDFORD ROGUE VALLEY INTERNATIONAL AIRPORT,OR,10-Aug,20,12.8,96,709,89,51,56,42.1,57,48.8,77.7,0.1,1,1,1,69.1,86,77.7,77.7,1,389,8,362,6.8,29,340,5.3
2511,2511,USW00024232,SALEM MCNARY FIELD,OR,11-Sep,4,-777.7,60,557,49,313,21,42.1,55,48.8,52.7,12.3,1,1,1,46,59,52.7,52.3,5,239,4,152,3.3,440,183,1.6
2512,2512,USW00014737,ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT,PA,19-Aug,17,14,140,295,205,226,135,51.1,70,61,79.9,0.1,1,1,1,70,86,78.9,78.9,6,241,7,158,8.5,40,263,2.6
2513,2513,USW00014852,YOUNGSTOWN WARREN REGIONAL AIRPORT,OH,29-Aug,3,1,149,366,130,260,94,48,66,57.1,60.1,5.9,1,1,1,50,69.1,60.1,59.9,3,194,5,170,5.3,166,144,1.7
2514,2514,USW00012839,MIAMI INTERNATIONAL AIRPORT,FL,21-Jul,9,20.2,506,0,86,72,336,72,75.9,74.2,92.9,0,1,1,1,82,87.1,85.2,85.2,4,351,3,230,8.2,67,124,5.2
2515,2515,USW00024028,SCOTTSBLUFF W B HEILIG FIELD AIRPORT,NE,4-Sep,7,0.3,107,530,107,220,35,41,57.9,49.8,58.1,7.2,1,1,1,50,64.9,58.1,57.7,8,287,4,203,6.7,151,44,0.9
2516,2516,USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT,CA,23-Aug,18,1.2,172,297,317,27,186,50,57,53.6,63.9,2.3,1,1,1,59,69.1,63.9,63.9,7,637,8,295,17.9,2,281,16.6
2517,2517,USW00012816,GAINESVILLE REGIONAL AIRPORT,FL,8-Sep,3,7,114,488,172,133,93,66.9,73.9,70.4,72,-777.7,1,1,1,69.1,75,72,72,2,180,1,134,3,513,34,1.7
2518,2518,USW00023154,ELY YELLAND FIELD AIRPORT,NV,5-Jul,1,0.2,81,747,86,47,39,15.1,46.9,30.6,55.3,10,1,1,1,46.9,64,55.2,54.4,5,535,6,221,8.8,60,189,7
2519,2519,USW00013881,CHARLOTTE DOUGLAS AIRPORT,NC,31-Aug,18,15.6,250,115,167,284,185,55.9,71.1,64.8,82.1,-777.7,1,1,1,72,87.1,80.6,80.6,2,186,1,165,6.8,62,72,2
2520,2520,USW00014895,AKRON CANTON AIRPORT,OH,14-Sep,10,3.5,228,146,146,337,144,46,66.9,56.6,66.7,1.9,1,1,1,57.9,73.9,66.6,66.6,6,249,5,179,9,20,226,3.1
2521,2521,USW00014941,NORFOLK KARL STEFAN MEMORIAL AIRPORT,NE,6-Aug,11,13.9,177,413,163,179,68,54,71.1,63.3,80.4,0.1,1,1,1,69.1,88,78.8,78.8,5,303,4,143,11.1,13,180,3.4
2522,2522,USW00023061,ALAMOSA SAN LUIS VALLEY REGIONAL AIRPORT,CO,4-Aug,15,12.1,318,299,196,92,95,33.1,53.1,43.6,77,0.2,1,1,1,68,84,76.9,76.9,6,203,5,182,11.2,36,223,3.8
2523,2523,USW00014943,SIOUX CITY GATEWAY AIRPORT,IA,28-Sep,15,7.4,159,449,105,228,59,30.9,61,45.6,69.9,2.6,1,1,1,55,82.9,69.8,69.6,8,253,5,241,13.7,16,243,2.5
2524,2524,USW00013895,MONTGOMERY AIRPORT,AL,25-Aug,11,22.2,238,167,229,149,217,64.9,75,70.7,92.9,0,1,1,1,81,93,87.2,87.2,3,210,8,142,6.5,82,76,1.2
2525,2525,USW00023157,BISHOP AIRPORT,CA,28-Jul,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,52,64.9,58.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2526,2526,USW00025713,ST PAUL ISLAND AIRPORT,AK,17-Aug,19,0,85,23,21,843,28,44.1,50,46.9,49.7,15.3,1,1,1,46.9,52,49.7,46.1,6,199,7,161,13.4,13,243,3.3
2527,2527,USW00025624,COLD BAY AIRPORT,AK,3-Sep,10,0,206,2,16,747,29,42.1,51.8,47.3,50.5,14.5,NA,NA,NA,46.9,54,50.5,47.6,7,301,4,239,15.5,22,243,4.7
2528,2528,USW00013866,CHARLESTON YEAGER AIRPORT,WV,17-Sep,9,2.5,163,251,135,359,92,48,66.9,58.2,64,3.6,1,1,1,53.6,73,64,63.9,6,146,2,115,3.6,349,215,0.5
2529,2529,USW00013968,TULSA INTERNATIONAL AIRPORT,OK,3-Jul,0,12.6,92,596,142,101,70,63,73.9,68.8,79.3,-777.7,1,1,1,71.1,84,77.6,77.6,5,472,4,177,8.1,87,173,5.6
2530,2530,USW00012842,TAMPA INTERNATIONAL AIRPORT,FL,26-Aug,4,11.9,186,174,250,69,321,71.1,75.9,73.6,77.8,0,1,1,1,73.9,80.1,76.9,76.8,4,192,2,192,3.6,319,103,1.9
2531,2531,USW00014837,MADISON DANE CO REGIONAL AIRPORT,WI,29-Sep,22,0.5,85,491,89,283,51,33.1,60.1,46,52.4,13.1,1,1,1,39.9,64.9,52.4,51.3,5,220,8,165,6.6,202,220,1.5
2532,2532,USW00014735,ALBANY INTERNATIONAL AIRPORT,NY,14-Jul,15,15.5,275,205,266,176,78,52,71.1,61.5,81.6,-777.7,1,1,1,71.1,89.1,80.4,80.4,8,231,7,204,10.3,52,269,4.2
2533,2533,USW00013865,MERIDIAN KEY FIELD,MS,7-Sep,7,6.3,162,425,117,251,45,60.1,73,67.7,71,0.2,1,1,1,64.9,75,71,71,1,262,2,141,3.9,331,38,1.6
2534,2534,USW00023194,WINSLOW MUNICIPAL AIRPORT,AZ,3-Aug,2,3.9,35,824,49,57,35,37.9,61,50.9,68.6,0.4,NA,NA,NA,64,73.9,68.6,68.6,6,207,4,175,5.4,238,202,2.7
2535,2535,USW00013894,MOBILE REGIONAL AIRPORT,AL,12-Aug,7,12.2,186,328,237,126,123,69.1,75.9,72.9,78.6,-777.7,1,1,1,73.9,81,77.2,77.2,2,203,8,190,5.2,142,7,2.2
2536,2536,USW00013966,WICHITA FALLS MUNICIPAL AIRPORT,TX,4-Jul,11,22.6,270,253,291,93,93,61,72,67.1,90.7,0,1,1,1,79,95,87.6,87.6,5,424,6,207,12.5,13,182,8.2
2537,2537,USW00094847,DETROIT METROPOLITAN AIRPORT,MI,6-Jul,23,5.1,200,275,200,184,141,50,70,60.1,69.6,0.7,1,1,1,62.1,77,69.4,69.4,5,214,6,168,6.5,122,223,1.5
2538,2538,USW00012919,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT,TX,24-Sep,21,11.6,83,653,145,83,36,63,77,71.1,78.5,0.1,1,1,1,70,82,76.6,76.6,4,303,3,244,6.4,87,93,3.4
2539,2539,USW00014929,ABERDEEN REGIONAL AIRPORT,SD,7-Aug,1,2.5,NA,NA,NA,NA,NA,50,68,59.6,64.3,3.3,NA,NA,NA,55,73,64.2,64.1,5,213,4,175,7.3,139,151,2
2540,2540,USW00014711,MIDDLETOWN HARRISBURG INTERNATIONAL AIRPORT,PA,14-Sep,22,3.4,166,410,105,278,41,46.9,68,58.2,66.1,2.4,NA,NA,NA,55.9,73.9,66,66,8,153,4,142,4.8,394,149,0.4
2541,2541,USW00023157,BISHOP AIRPORT,CA,26-Sep,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,68,91,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,2542,USW00014821,PORT COLUMBUS INTERNATIONAL AIRPORT,OH,24-Jul,12,15.5,362,56,133,257,192,55,72,64,82.3,-777.7,1,1,1,72,88,80.5,80.5,6,213,7,162,8.2,31,255,2.7
2543,2543,USW00026617,NOME MUNICIPAL AIRPORT,AK,11-Sep,19,-777.7,293,54,97,459,97,30,48,39.9,48.6,16.4,1,1,1,42.1,55,48.6,45.2,7,167,3,167,11.2,24,117,0.6
2544,2544,USW00012921,SAN ANTONIO INTERNATIONAL AIRPORT,TX,12-Sep,22,12.9,232,337,187,155,89,57,73,67.3,79.3,-777.7,1,1,1,72,82.9,77.9,77.9,4,390,2,131,7.5,87,121,4.5
2545,2545,USW00013984,CONCORDIA BLOSSER MUNICIPAL AIRPORT,KS,9-Sep,13,14.8,132,474,117,200,76,46,66.9,57.6,79.9,0.5,1,1,1,66,91,79.4,79.3,5,297,4,159,13.3,13,160,4.9
2546,2546,USW00023234,SAN FRANCISCO INTERNATIONAL AIRPORT,CA,12-Jul,3,-777.7,212,252,212,230,95,48.9,55,51.9,56.1,8.9,1,1,1,53.1,60.1,56.1,56.1,7,506,8,326,9.2,36,279,8.3
2547,2547,USW00025713,ST PAUL ISLAND AIRPORT,AK,25-Sep,23,0,174,37,79,633,77,30.9,45,38.6,42.3,22.7,1,1,1,36,46.9,42.3,35.7,1,186,7,177,14.1,36,333,2.9
2548,2548,USW00093820,LEXINGTON BLUEGRASS AIRPORT,KY,8-Sep,15,15.2,246,282,160,190,122,48,70,59.8,81,-777.7,1,1,1,71.1,89.1,80.2,80.2,6,211,2,154,8.2,29,241,1.5
2549,2549,USW00024131,BOISE AIR TERMINAL,ID,22-Sep,13,7.8,121,626,119,94,40,26.1,46,36.7,71,1.8,1,1,1,57.9,84,71,70.9,8,472,1,122,8.6,65,309,5.5
2550,2550,RQW00011641,SAN JUAN L M MARIN INTERNATIONAL AIRPORT,PR,1-Sep,18,18.8,345,115,202,80,258,72,77,74.5,91,0,1,1,1,81,86,83.8,83.8,3,549,2,154,9.3,29,83,7
2551,2551,USW00014920,LA CROSSE MUNICIPAL AIRPORT,WI,23-Aug,11,9.9,180,245,147,298,129,52,70,61.3,75.5,0.2,NA,NA,NA,66.2,82.9,74.7,74.7,5,323,8,168,8.9,40,200,2.6
2552,2552,USW00024143,GREAT FALLS AIRPORT,MT,10-Jul,9,5,144,480,149,139,89,37,55,46,68,2,1,1,1,57,79,68,67.9,6,413,7,196,9.7,67,240,7
2553,2553,USW00014943,SIOUX CITY GATEWAY AIRPORT,IA,9-Sep,16,12.3,145,425,131,230,69,43,68,56.1,77.3,0.6,1,1,1,64,90,76.7,76.6,5,305,8,160,12.1,13,181,3.2
2554,2554,USW00003940,JACKSON INTERNATIONAL AIRPORT,MS,16-Aug,7,10.3,127,476,129,213,56,66,75,71.6,75.8,-777.7,1,1,1,71.1,79,75.3,75.3,4,123,6,112,3.1,449,148,0.8
2555,2555,USW00023232,SACRAMENTO EXECUTIVE AIRPORT,CA,17-Sep,16,20.1,93,736,109,30,32,39,57,48.7,85,-777.7,1,1,1,73.9,95,85,85,6,388,8,191,8.8,62,241,5.3
2556,2556,USW00024121,ELKO REGIONAL AIRPORT,NV,2-Aug,18,19.4,159,560,120,81,81,21.9,48,34.4,84.3,0.1,1,1,1,75,91,84.3,84.3,7,309,6,173,9.4,70,266,4.5
2557,2557,USW00023023,MIDLAND INTERNATIONAL AIRPORT,TX,7-Jul,15,27.3,202,312,279,63,144,50,66,57.9,92.7,0,1,1,1,84,99,92.3,92.3,4,347,5,343,12.4,11,148,9.2
2558,2558,USW00094908,DUBUQUE REGIONAL AIRPORT,IA,8-Aug,14,14.2,217,236,259,175,113,53.1,73,63.2,81,0.1,1,1,1,70,87.8,79.1,79.1,5,207,6,157,9.7,28,223,1.9
